time,open,high,low,close,Plot,Plot,Volume,Volume MA
2023-07-02T18:00:00-04:00,4485.5,4488,4485.5,4488,NaN,NaN,824,1038.75
2023-07-02T18:01:00-04:00,4487.5,4489,4487.25,4488.5,NaN,NaN,586,1056.5
2023-07-02T18:02:00-04:00,4488.5,4489,4488,4488.75,NaN,NaN,331,1059.7
2023-07-02T18:03:00-04:00,4488.75,4489.5,4488.5,4489.5,NaN,NaN,250,1063.45
2023-07-02T18:04:00-04:00,4489.25,4491.25,4489.25,4490.5,NaN,NaN,672,1083.65
2023-07-02T18:05:00-04:00,4490.5,4491.5,4489.75,4491,NaN,NaN,714,1110.8
2023-07-02T18:06:00-04:00,4491.25,4491.5,4491,4491.5,NaN,NaN,140,1106.45
2023-07-02T18:07:00-04:00,4491.25,4491.75,4491,4491.25,NaN,NaN,227,1113.8
2023-07-02T18:08:00-04:00,4491.25,4491.5,4490.25,4490.5,NaN,NaN,226,1113.1
2023-07-02T18:09:00-04:00,4490.5,4490.75,4489.25,4489.75,NaN,NaN,354,1121.7
2023-07-02T18:10:00-04:00,4490,4490,4489,4489.5,NaN,4490.165740740741,242,1120.35
2023-07-02T18:11:00-04:00,4489.75,4490.25,4489.5,4490,NaN,4489.631481481481,146,1121.25
2023-07-02T18:12:00-04:00,4490,4490.5,4490,4490.5,NaN,4489.650000000001,89,1121.2
2023-07-02T18:13:00-04:00,4490.5,4490.5,4490.25,4490.25,NaN,4489.917592592592,15,1100.25
2023-07-02T18:14:00-04:00,4490.25,4490.25,4489.5,4489.5,NaN,4489.961111111111,166,1100
2023-07-02T18:15:00-04:00,4489.75,4490,4489.25,4489.5,NaN,4489.781481481482,133,1090.3
2023-07-02T18:16:00-04:00,4489.5,4490.5,4489.5,4490.25,NaN,4489.750925925927,143,1080.4
2023-07-02T18:17:00-04:00,4490.25,4490.25,4490,4490,NaN,4489.822222222222,42,898.85
2023-07-02T18:18:00-04:00,4490,4490,4489,4489.5,4489.7282066993475,4489.806481481482,209,445.15
2023-07-02T18:19:00-04:00,4489.5,4489.75,4489.5,4489.75,4489.699019607843,4489.7555555555555,67,278.8
2023-07-02T18:20:00-04:00,4489.5,4489.75,4489.5,4489.5,4489.631229575163,4489.612037037037,73,241.25
2023-07-02T18:21:00-04:00,4489.5,4489.75,4489.5,4489.75,4489.596425653594,4489.572222222222,63,215.1
2023-07-02T18:22:00-04:00,4489.75,4489.75,4489.25,4489.5,4489.570874183007,4489.537962962963,27,199.9
2023-07-02T18:23:00-04:00,4489.25,4489.75,4489.25,4489.75,4489.5725694444445,4489.579629629629,110,192.9
2023-07-02T18:24:00-04:00,4489.75,4489.75,4489.25,4489.25,4489.519403594772,4489.499074074074,72,162.9
2023-07-02T18:25:00-04:00,4489,4489.75,4489,4489.25,4489.435375816994,4489.364814814815,163,135.35
2023-07-02T18:26:00-04:00,4489.25,4489.25,4488.75,4488.75,4489.284129901961,4489.085185185186,121,134.4
2023-07-02T18:27:00-04:00,4488.75,4488.75,4488,4488,4489.002124183007,4488.575000000001,236,134.85
2023-07-02T18:28:00-04:00,4488.25,4488.5,4488,4488.5,4488.7353553921575,4488.226851851853,44,125.75
2023-07-02T18:29:00-04:00,4488.5,4489,4488.25,4488.25,4488.471691176471,4488.015740740741,101,113.1
2023-07-02T18:30:00-04:00,4488.5,4488.75,4488,4488.25,4488.251511437908,4487.984259259259,218,111.9
