datetime,open,high,low,close,slow,fast,Volume,Volume MA
2023-07-03T10:50:00-04:00,15327.25,15332.25,15324.5,15331,15319.63382,15324.70556,1221,1093.25
2023-07-03T10:51:00-04:00,15331,15331.25,15321,15323.5,15321.80735,15327.66296,1118,1094.7
2023-07-03T10:52:00-04:00,15323.75,15330.75,15319,15328.25,15324.04726,15329.35278,774,1049.85
2023-07-03T10:53:00-04:00,15328.25,15330.25,15326,15329.75,15326.22962,15330.01574,485,1030.7
2023-07-03T10:54:00-04:00,15330,15333,15329,15331.5,15328.40116,15331,725,1019.95
2023-07-03T10:55:00-04:00,15331.25,15334.25,15328.5,15329,15330.10521,15331.3713,802,1023.95
2023-07-03T10:56:00-04:00,15328.75,15332.25,15324.25,15332.25,15331.5576,15331.95185,693,1008.8
2023-07-03T10:57:00-04:00,15332,15332.5,15323.75,15324.25,15331.50376,15330.02963,532,978.7
2023-07-03T10:58:00-04:00,15324,15325.25,15311.75,15314,15329.11277,15324.07222,1659,988.7
2023-07-03T10:59:00-04:00,15313.75,15318.75,15310.5,15315,15325.63072,15317.49907,1328,986
2023-07-03T11:00:00-04:00,15315.5,15321,15313.25,15315,15321.7182,15312.59815,932,952.15
2023-07-03T11:01:00-04:00,15315,15319.75,15308.5,15317.25,15318.42204,15311.45185,1047,949.05
2023-07-03T11:02:00-04:00,15317.25,15320,15314,15315.25,15315.76311,15312.22778,748,939.7
2023-07-03T11:03:00-04:00,15315.25,15316.25,15310.75,15313.25,15313.52618,15312.8713,710,899.05
2023-07-03T11:04:00-04:00,15313.75,15314.5,15311,15311.5,15311.60858,15312.36389,611,882.55
2023-07-03T11:05:00-04:00,15311.75,15318.75,15309.25,15318.25,15311.14326,15313.37315,794,882.4
2023-07-03T11:06:00-04:00,15318.25,15319.25,15312.25,15314.5,15311.36422,15314.2713,547,856.75
2023-07-03T11:07:00-04:00,15314.25,15322.5,15313.5,15319.25,15312.54775,15316.36759,835,863.7
2023-07-03T11:08:00-04:00,15319.25,15324.75,15318.5,15321.25,15314.44616,15318.98981,701,860.55
2023-07-03T11:09:00-04:00,15320.75,15323.75,15316.75,15318.75,15316.15897,15320.45926,584,842.3
2023-07-03T11:10:00-04:00,15319.5,15324.5,15319,15321.25,15317.98574,15321.58611,552,808.85
2023-07-03T11:11:00-04:00,15321.25,15323.75,15319.5,15320.75,15319.575,15321.875,378,771.85
2023-07-03T11:12:00-04:00,15320.25,15320.75,15315.5,15316.5,15320.25513,15320.52685,489,757.6
2023-07-03T11:13:00-04:00,15316.75,15324,15316.75,15323.5,15321.08384,15320.62037,461,756.4
2023-07-03T11:14:00-04:00,15323.5,15327.75,15321.75,15325.5,15322.19287,15322.25833,614,750.85
2023-07-03T11:15:00-04:00,15325.5,15327.25,15323.75,15323.75,15323.16162,15324.06944,633,742.4
2023-07-03T11:16:00-04:00,15324,15325.5,15318.25,15324.5,15324.08529,15325.41481,782,746.85
2023-07-03T11:17:00-04:00,15324,15331.25,15323.75,15329.5,15325.45206,15327.24722,819,761.2
2023-07-03T11:18:00-04:00,15329.5,15333.5,15329.5,15331.25,15327.20376,15329.61111,760,716.25
2023-07-03T11:19:00-04:00,15331.5,15332.25,15325,15327.75,15328.6528,15330.75278,563,678
2023-07-03T11:20:00-04:00,15328,15329.25,15324.25,15329,15329.8431,15330.95648,463,654.55
2023-07-03T11:21:00-04:00,15329.25,15329.75,15326.5,15328.75,15330.50241,15330.26296,314,617.9
2023-07-03T11:22:00-04:00,15328.75,15330.25,15325.75,15326.75,15330.48734,15328.90741,355,598.25
2023-07-03T11:23:00-04:00,15327,15330,15323.25,15328.75,15330.36467,15328.23426,396,582.55
2023-07-03T11:24:00-04:00,15328.75,15331.5,15327,15330.75,15330.38417,15328.69167,320,568
2023-07-03T11:25:00-04:00,15330.25,15330.25,15321,15324,15329.59212,15327.7463,590,557.8
2023-07-03T11:26:00-04:00,15323.75,15324.5,15313.75,15314.5,15327.10748,15323.18426,847,572.8
2023-07-03T11:27:00-04:00,15314.75,15319.75,15311,15318.75,15324.25055,15318.66111,695,565.8
2023-07-03T11:28:00-04:00,15318.25,15321.75,15314.5,15319.25,15321.53364,15315.91111,580,559.75
2023-07-03T11:29:00-04:00,15319.5,15322.75,15318,15321.75,15319.74081,15316.41852,393,550.2
2023-07-03T11:30:00-04:00,15322,15326,15319.5,15325.5,15319.35897,15319.73611,873,566.25
2023-07-03T11:31:00-04:00,15325.25,15325.5,15317.75,15321,15319.23777,15322.01574,493,572
2023-07-03T11:32:00-04:00,15321,15321.5,15316,15320,15319.18783,15322.47222,392,567.15
2023-07-03T11:33:00-04:00,15320,15320,15312,15314.5,15318.54957,15319.88519,570,572.6
2023-07-03T11:34:00-04:00,15314,15322.75,15311.5,15322,15318.56532,15318.68148,525,568.15
2023-07-03T11:35:00-04:00,15321.75,15321.75,15313.5,15317,15318.35584,15317.56111,492,561.1
2023-07-03T11:36:00-04:00,15316.5,15318.75,15311.5,15315,15317.70696,15316.41852,661,555.05
2023-07-03T11:37:00-04:00,15315.25,15319.5,15310.75,15318,15317.176,15316.1287,705,549.35
2023-07-03T11:38:00-04:00,15317.75,15320.25,15311.75,15318.25,15316.72455,15316.39815,599,541.3
2023-07-03T11:39:00-04:00,15318.5,15320.5,15313.75,15314.5,15316.14148,15316.13889,614,543.85
2023-07-03T11:40:00-04:00,15314.5,15315.5,15310,15312.25,15315.25482,15314.71019,600,550.7
2023-07-03T11:41:00-04:00,15312.25,15316.75,15310,15316,15314.67653,15313.95648,602,565.1
2023-07-03T11:42:00-04:00,15316.5,15322,15314.25,15319,15314.70523,15314.94444,960,595.35
2023-07-03T11:43:00-04:00,15319.25,15320.75,15310,15310.75,15314.24297,15314.57037,566,603.85
2023-07-03T11:44:00-04:00,15311,15315.75,15308,15315.25,15314.05507,15314.48148,726,624.15
2023-07-03T11:45:00-04:00,15315.5,15316.5,15310.25,15314.75,15313.89673,15314.15648,431,616.2
2023-07-03T11:46:00-04:00,15315,15318.5,15312.25,15317.25,15314.15699,15314.92407,406,594.15
2023-07-03T11:47:00-04:00,15317.25,15319.5,15314.5,15318,15314.93162,15316.50833,532,586
2023-07-03T11:48:00-04:00,15318,15323,15316,15319.25,15316.02359,15318.29167,618,587.9
2023-07-03T11:49:00-04:00,15319.5,15322.75,15317.5,15322.75,15317.61552,15320.67315,431,589.8
2023-07-03T11:50:00-04:00,15322.75,15324,15317.25,15318.25,15318.7807,15321.37222,688,580.55
2023-07-03T11:51:00-04:00,15318.25,15319.75,15316,15319.25,15319.71583,15321.175,360,573.9
2023-07-03T11:52:00-04:00,15319,15324.25,15317.5,15321.25,15320.55035,15320.92778,409,574.75
2023-07-03T11:53:00-04:00,15320.75,15323.75,15319.5,15322.5,15321.38237,15321.36574,376,565.05
2023-07-03T11:54:00-04:00,15323,15325.25,15322,15324.5,15322.42686,15322.86296,414,559.5
2023-07-03T11:55:00-04:00,15325,15325,15318,15323,15323.25339,15323.96111,491,559.45
2023-07-03T11:56:00-04:00,15322.75,15326,15320.5,15321,15323.54161,15323.73889,377,545.25
2023-07-03T11:57:00-04:00,15320.5,15320.5,15315.5,15316.75,15322.85666,15321.37037,421,531.05
2023-07-03T11:58:00-04:00,15317,15321.25,15315.75,15316.75,15321.62224,15318.43426,401,521.15
2023-07-03T11:59:00-04:00,15317,15322.25,15316,15321,15320.70051,15317.44074,384,509.65
2023-07-03T12:00:00-04:00,15321.25,15322,15317.75,15318.25,15319.77286,15317.35741,383,498.8
2023-07-03T12:01:00-04:00,15318.5,15323.5,15317.25,15320,15319.1983,15318.32778,302,483.8
2023-07-03T12:02:00-04:00,15319.75,15322.5,15318,15319.75,15318.85172,15319.21204,262,448.9
2023-07-03T12:03:00-04:00,15319.75,15322.5,15318.5,15319.25,15318.64148,15319.60278,409,441.05
2023-07-03T12:04:00-04:00,15319.25,15324.75,15318.5,15323,15319.13934,15320.77685,408,425.15
2023-07-03T12:05:00-04:00,15322.75,15324.25,15320.5,15322.75,15320.03736,15322.06852,393,423.25
2023-07-03T12:06:00-04:00,15322.75,15325.75,15319.5,15322,15320.95492,15322.92685,381,422
2023-07-03T12:07:00-04:00,15321.75,15322,15317,15321.75,15321.6719,15323.03981,435,417.15
2023-07-03T12:08:00-04:00,15322.25,15324.75,15317,15317.25,15321.55537,15321.28704,331,402.8
2023-07-03T12:09:00-04:00,15317.5,15319.25,15316,15318.25,15321.00486,15319.25741,547,408.6
2023-07-03T12:10:00-04:00,15318.25,15321.25,15316.5,15320.75,15320.58007,15318.46852,313,389.85
2023-07-03T12:11:00-04:00,15321.25,15325.5,15319,15325,15320.86366,15320.16574,469,395.3
2023-07-03T12:12:00-04:00,15325,15329.25,15323.25,15327.75,15321.98846,15323.76019,717,410.7
2023-07-03T12:13:00-04:00,15327.25,15329.5,15326.75,15329.5,15323.78395,15327.76574,425,413.15
2023-07-03T12:14:00-04:00,15329.5,15330,15326.25,15328.25,15325.66019,15330.24259,496,417.25
2023-07-03T12:15:00-04:00,15328.25,15328.5,15325.5,15327,15327.19197,15330.56019,353,410.35
2023-07-03T12:16:00-04:00,15326.75,15328,15324.5,15326.75,15328.28852,15329.47315,328,407.9
2023-07-03T12:17:00-04:00,15327.25,15330.5,15326.75,15329.75,15329.28913,15328.94074,357,404.7
2023-07-03T12:18:00-04:00,15329.5,15332.5,15329.25,15330.25,15330.1498,15329.30278,486,408.95
2023-07-03T12:19:00-04:00,15330.25,15336.5,15328.75,15335.75,15331.49814,15331.77593,810,430.25
2023-07-03T12:20:00-04:00,15335.75,15340,15333.5,15338.5,15333.3904,15335.50926,836,452.9
2023-07-03T12:21:00-04:00,15338.75,15338.75,15335.5,15336.75,15335.21642,15338.29815,486,462.1
2023-07-03T12:22:00-04:00,15337,15338.25,15334.5,15337.25,15336.89056,15339.64259,375,467.75
2023-07-03T12:23:00-04:00,15336.75,15337.5,15335.25,15336.25,15338.06916,15339.25648,203,457.45
2023-07-03T12:24:00-04:00,15336,15339,15335.25,15337.75,15338.93372,15338.6,402,457.15
2023-07-03T12:25:00-04:00,15337.5,15342,15337.5,15340.25,15339.80923,15338.90926,427,458.85
2023-07-03T12:26:00-04:00,15340,15345,15340,15343,15340.9277,15340.63611,800,479.8
2023-07-03T12:27:00-04:00,15343.25,15343.25,15339.25,15340.5,15341.72422,15341.91667,397,477.9
2023-07-03T12:28:00-04:00,15340.25,15341,15335.5,15340.5,15342.18335,15342.30926,581,490.4
