time,open,high,low,close,Plot,Plot,Regression Line Current Value,Volume,Volume MA
2023-08-13T18:50:00-04:00,4489.5,4490.25,4489.5,4490.25,4489.762962962964,4490.083333333333,4490.147265625,91,49.95
2023-08-13T18:51:00-04:00,4490,4490.25,4489.75,4489.75,4489.849999999999,4490.066666666667,4489.7279423125,76,50.95
2023-08-13T18:52:00-04:00,4489.75,4490,4489.75,4490,4489.946296296296,4489.922222222222,4489.93862475,8,50.6
2023-08-13T18:53:00-04:00,4489.75,4490,4489.75,4490,4489.993518518519,4489.988888888889,4489.9397761875,30,49.95
2023-08-13T18:54:00-04:00,4489.75,4489.75,4489.75,4489.75,4489.940740740741,4489.855555555555,4489.731819125,20,47.7
2023-08-13T18:55:00-04:00,4489.75,4490,4488.75,4490,4489.92962962963,4489.866666666667,4489.941141875,319,61.15
2023-08-13T18:56:00-04:00,4489.75,4489.75,4489,4489.5,4489.787962962963,4489.672222222222,4489.525851,92,63.05
2023-08-13T18:57:00-04:00,4489.75,4490,4489.75,4490,4489.768518518518,4489.738888888889,4489.941576,56,64.1
2023-08-13T18:58:00-04:00,4490,4490.5,4489.75,4489.75,4489.751851851853,4489.855555555555,4489.7353885,51,64.35
2023-08-13T18:59:00-04:00,4490,4490,4489.5,4489.5,4489.678703703704,4489.599999999999,4489.5291154375,48,63.05
2023-08-13T19:00:00-04:00,4489.5,4489.5,4488,4488.5,4489.273148148149,4488.744444444444,4488.70324875,283,73.7
2023-08-13T19:01:00-04:00,4488.5,4489,4488.5,4488.75,4488.831481481481,4488.316666666667,4488.90735825,45,74
2023-08-13T19:02:00-04:00,4488.5,4488.75,4488.25,4488.25,4488.372222222222,4488.183333333334,4488.4946125,51,73.95
2023-08-13T19:03:00-04:00,4488.25,4488.25,4487.5,4488,4487.996296296295,4487.900000000001,4488.2868716875,95,76.95
2023-08-13T19:04:00-04:00,4488,4488.5,4487.75,4488.25,4487.849999999999,4487.972222222223,4488.488642,97,81.55
2023-08-13T19:05:00-04:00,4488,4488.25,4488,4488.25,4487.864814814814,4488.2,4488.4861403125005,44,80.35
2023-08-13T19:06:00-04:00,4488.25,4488.25,4488,4488.25,4487.987962962963,4488.277777777778,4488.483638625,34,79.25
2023-08-13T19:07:00-04:00,4488.25,4488.5,4488.25,4488.5,4488.1925925925925,4488.43888888889,4488.6847017499995,108,82.85
2023-08-13T19:08:00-04:00,4488.5,4488.75,4488.5,4488.75,4488.457407407407,4488.738888888889,4488.885905,46,81.7
2023-08-13T19:09:00-04:00,4488.75,4488.75,4488.75,4488.75,4488.689814814814,4488.883333333333,4488.88452125,51,82.25
2023-08-13T19:10:00-04:00,4488.75,4488.75,4488.75,4488.75,4488.839814814814,4488.844444444444,4488.8831375,39,79.65
2023-08-13T19:11:00-04:00,4488.75,4488.75,4488.75,4488.75,4488.888888888889,4488.783333333333,4488.88175375,6,76.15
2023-08-13T19:12:00-04:00,4489,4490.25,4489,4490.25,4489.319444444445,4489.7555555555555,4490.089202,177,84.6
2023-08-13T19:13:00-04:00,4490.25,4491,4490,4490.75,4490.045370370371,4490.983333333333,4490.493372125,161,91.15
2023-08-13T19:14:00-04:00,4490.5,4490.5,4489.5,4490,4490.534259259259,4490.783333333333,4489.89473275,86,94.45
2023-08-13T19:15:00-04:00,4490,4490.5,4490,4490.25,4490.73611111111,4490.266666666667,4490.0964109375,43,80.65
2023-08-13T19:16:00-04:00,4490.25,4490.5,4490,4490.25,4490.657407407408,4490.205555555556,4490.09847975,63,79.2
2023-08-13T19:17:00-04:00,4490.25,4491,4490,4490.75,4490.652777777777,4490.577777777778,4490.4992069375,87,80.75
2023-08-13T19:18:00-04:00,4490.75,4491,4490.5,4491,4490.815740740741,4491.061111111111,4490.701350125,50,80.7
2023-08-13T19:19:00-04:00,4491,4491.25,4491,4491,4491.025000000001,4491.205555555555,4490.7051975625,34,80
2023-08-13T19:20:00-04:00,4491,4491,4490.5,4490.75,4491.091666666667,4490.955555555555,4490.511045,45,68.1
2023-08-13T19:21:00-04:00,4490.5,4490.5,4490.5,4490.5,4490.947222222222,4490.555555555555,4490.316745,11,66.4
2023-08-13T19:22:00-04:00,4490.5,4490.5,4490,4490,4490.57037037037,4490.038888888889,4489.925211,37,65.7
2023-08-13T19:23:00-04:00,4490,4490.25,4490,4490.25,4490.244444444444,4489.938888888889,4490.1232723124995,12,61.55
2023-08-13T19:24:00-04:00,4490,4490.25,4490,4490,4489.991666666666,4489.983333333333,4489.92915875,25,57.95
2023-08-13T19:25:00-04:00,4490.25,4490.25,4490,4490,4489.868518518519,4489.938888888889,4489.9305921875,12,56.35
2023-08-13T19:26:00-04:00,4490,4490.25,4490,4490,4489.841666666666,4489.95,4489.932025625,62,57.75
2023-08-13T19:27:00-04:00,4490,4490.25,4490,4490.25,4489.937037037037,4490.144444444445,4490.128165125,4,52.55
2023-08-13T19:28:00-04:00,4490,4490,4489.75,4489.75,4489.934259259259,4489.977777777778,4489.741797,58,53.15
2023-08-13T19:29:00-04:00,4489.75,4490.25,4489.5,4490.25,4490.00925925926,4490.016666666666,4490.13001675,55,53.35
2023-08-13T19:30:00-04:00,4490.25,4490.75,4490.25,4490.25,4490.108333333333,4490.277777777777,4490.1320675,95,56.15
2023-08-13T19:31:00-04:00,4490.25,4490.5,4490.25,4490.5,4490.287962962962,4490.500000000001,4490.3267825625,45,58.1
2023-08-13T19:32:00-04:00,4490.25,4490.25,4490,4490.25,4490.394444444444,4490.444444444444,4490.13732125,24,50.45
2023-08-13T19:33:00-04:00,4490,4490,4489.75,4489.75,4490.253703703704,4489.927777777778,4489.7561905625,19,43.35
2023-08-13T19:34:00-04:00,4490,4490,4489.75,4489.75,4489.995370370371,4489.577777777778,4489.756996375,15,39.8
2023-08-13T19:35:00-04:00,4489.75,4490,4489.5,4490,4489.824074074074,4489.761111111112,4489.94827875,48,40.05
2023-08-13T19:36:00-04:00,4489.75,4489.75,4489.5,4489.75,4489.724999999999,4489.8388888888885,4489.759804,64,40.1
2023-08-13T19:37:00-04:00,4490,4490.25,4489.25,4489.5,4489.619444444444,4489.572222222222,4489.5712888125,84,39.95
2023-08-13T19:38:00-04:00,4489.5,4489.5,4489.25,4489.5,4489.507407407407,4489.394444444445,4489.571469625,27,38.8
2023-08-13T19:39:00-04:00,4489.25,4489.75,4489.25,4489.25,4489.341666666667,4489.244444444444,4489.383531625,9,37.55
2023-08-13T19:40:00-04:00,4489.25,4489.5,4489.25,4489.5,4489.283333333334,4489.316666666667,4489.5705875,27,36.65
2023-08-13T19:41:00-04:00,4489.5,4489.5,4489.25,4489.25,4489.237037037037,4489.327777777778,4489.38434375,11,36.65
2023-08-13T19:42:00-04:00,4489.25,4489.25,4489.25,4489.25,4489.210185185185,4489.222222222222,4489.38434375,22,35.9
2023-08-13T19:43:00-04:00,4489.5,4489.75,4489.5,4489.75,4489.341666666667,4489.538888888888,4489.75173125,49,37.75
2023-08-13T19:44:00-04:00,4489.75,4490,4489.25,4489.75,4489.540740740741,4489.86111111111,4489.75173125,36,38.3
2023-08-13T19:45:00-04:00,4489.75,4490.5,4489.75,4490,4489.810185185185,4490.044444444445,4489.932825,152,45.3
2023-08-13T19:46:00-04:00,4490,4490,4489.25,4489.5,4489.872222222223,4489.788888888889,4489.573275,50,44.7
2023-08-13T19:47:00-04:00,4489.75,4489.75,4489.5,4489.75,4489.851851851853,4489.611111111112,4489.75171875,29,45.95
2023-08-13T19:48:00-04:00,4489.5,4489.5,4489,4489,4489.568518518518,4489.211111111111,4489.22041875,72,46.65
2023-08-13T19:49:00-04:00,4489.25,4489.25,4488.75,4488.75,4489.1509259259265,4488.65,4489.044675,30,45.4
2023-08-13T19:50:00-04:00,4488.75,4489,4488.5,4488.5,4488.699074074074,4488.333333333333,4488.8703000000005,157,48.5
2023-08-13T19:51:00-04:00,4488.5,4488.75,4488.5,4488.75,4488.440740740741,4488.455555555555,4489.043293750001,35,48
2023-08-13T19:52:00-04:00,4489,4489,4488.75,4489,4488.476851851851,4488.872222222223,4489.21489375,8,47.2
2023-08-13T19:53:00-04:00,4488.75,4488.75,4488.75,4488.75,4488.598148148148,4488.933333333333,4489.0446999999995,35,48
2023-08-13T19:54:00-04:00,4488.75,4488.75,4488.75,4488.75,4488.70925925926,4488.772222222222,4489.0447,24,48.45
2023-08-13T19:55:00-04:00,4488.75,4489,4488.75,4489,4488.821296296296,4488.883333333334,4489.212043750001,79,50
2023-08-13T19:56:00-04:00,4489.25,4489.25,4489.25,4489.25,4488.998148148147,4489.211111111112,4489.37794375,36,48.6
2023-08-13T19:57:00-04:00,4489.25,4489.75,4489.25,4489.25,4489.18611111111,4489.377777777778,4489.37794375,99,49.35
2023-08-13T19:58:00-04:00,4489,4489.25,4489,4489.25,4489.321296296296,4489.344444444444,4489.37794375,31,49.55
2023-08-13T19:59:00-04:00,4489.25,4489.25,4489,4489,4489.295370370371,4489.116666666666,4489.21645,17,49.95
2023-08-13T20:00:00-04:00,4489.25,4490,4488.5,4489.25,4489.25462962963,4489.105555555556,4489.37645,572,77.2
2023-08-13T20:01:00-04:00,4489.25,4489.5,4488.75,4489.25,4489.233333333333,4489.25,4489.37645,144,83.85
2023-08-13T20:02:00-04:00,4489.5,4489.75,4488.75,4489.5,4489.32037037037,4489.455555555556,4489.533425,251,95.3
2023-08-13T20:03:00-04:00,4489.5,4489.5,4488.75,4488.75,4489.219444444444,4489.0888888888885,4489.06709375,270,106.35
2023-08-13T20:04:00-04:00,4488.5,4488.5,4487,4487.5,4488.633333333333,4487.788888888889,4488.2975937500005,447,126.9
2023-08-13T20:05:00-04:00,4487.5,4488.5,4487,4488.5,4488.191666666667,4487.661111111112,4488.9069687500005,357,137.15
2023-08-13T20:06:00-04:00,4488.5,4489.75,4488.25,4489.75,4488.3805555555555,4489.188888888889,4489.66084375,320,150.65
2023-08-13T20:07:00-04:00,4489.5,4489.75,4489.25,4489.75,4488.997222222221,4490.194444444444,4489.66084375,167,157.55
2023-08-13T20:08:00-04:00,4489.5,4490.25,4489.25,4489.25,4489.503703703704,4489.833333333334,4489.365643749999,103,159.1
2023-08-13T20:09:00-04:00,4489.25,4490.5,4489.25,4490.5,4490.043518518519,4490.11111111111,4490.0956125,123,163.75
2023-08-13T20:10:00-04:00,4490.25,4490.5,4489.75,4490,4490.300925925926,4490.394444444445,4489.8068625,193,165.55
2023-08-13T20:11:00-04:00,4490.25,4490.25,4489.75,4490,4490.385185185185,4490.144444444445,4489.8068625,56,166.6
2023-08-13T20:12:00-04:00,4490.25,4490.25,4489.75,4490,4490.326851851852,4489.9944444444445,4489.8068625,85,170.45
2023-08-13T20:13:00-04:00,4490,4490,4488.75,4489,4489.88888888889,4489.305555555556,4489.2490875,157,176.55
2023-08-13T20:14:00-04:00,4489,4489.75,4488.5,4489.75,4489.595370370371,4489.222222222223,4489.6624125,166,183.65
2023-08-13T20:15:00-04:00,4490,4490.25,4488,4488.5,4489.106481481482,4488.85,4488.98194375,404,199.9
2023-08-13T20:16:00-04:00,4488.5,4488.5,4487.75,4488,4488.510185185186,4487.922222222222,4488.713143750001,165,206.35
2023-08-13T20:17:00-04:00,4488,4488.25,4487.25,4488.25,4488.048148148148,4487.761111111112,4488.8458375,176,210.2
2023-08-13T20:18:00-04:00,4488.5,4488.75,4488.25,4488.75,4487.965740740741,4488.394444444444,4489.1077875,142,215.75
2023-08-13T20:19:00-04:00,4488.75,4488.75,4488.25,4488.25,4488.041666666667,4488.533333333334,4488.8493,93,219.55
2023-08-13T20:20:00-04:00,4488.25,4488.5,4488.25,4488.5,4488.223148148148,4488.433333333333,4488.9768,172,199.55
2023-08-13T20:21:00-04:00,4488.5,4489.5,4488.5,4489.25,4488.593518518518,4488.9944444444445,4489.35403125,266,205.65
2023-08-13T20:22:00-04:00,4489.25,4489.5,4489.25,4489.25,4488.987962962962,4489.472222222223,4489.35403125,98,198
2023-08-13T20:23:00-04:00,4489.25,4489.5,4489.25,4489.5,4489.3907407407405,4489.633333333334,4489.476225,110,190
2023-08-13T20:24:00-04:00,4489.5,4489.5,4489,4489.5,4489.648148148149,4489.655555555556,4489.476224999999,71,171.2
2023-08-13T20:25:00-04:00,4489.25,4490,4489.25,4489.75,4489.815740740741,4489.75,4489.594818750001,134,160.05
2023-08-13T20:26:00-04:00,4489.75,4490.25,4489.5,4489.5,4489.825925925926,4489.677777777778,4489.47804375,118,149.95
2023-08-13T20:27:00-04:00,4489.75,4490,4489.75,4490,4489.900000000001,4489.8388888888885,4489.70793125,109,147.05
2023-08-13T20:28:00-04:00,4490,4490.25,4490,4490,4489.99537037037,4490.094444444444,4489.70793125,79,145.85
2023-08-13T20:29:00-04:00,4490,4490.25,4489.5,4489.75,4490.007407407407,4489.944444444444,4489.5966874999995,97,144.55
2023-08-13T20:30:00-04:00,4489.75,4490,4489.75,4490,4490.0259259259265,4489.900000000001,4489.7060624999995,87,139.25
2023-08-13T20:31:00-04:00,4489.75,4489.75,4489.25,4489.25,4489.801851851852,4489.511111111112,4489.383581250001,139,143.4
2023-08-13T20:32:00-04:00,4489.25,4489.25,4488.5,4488.5,4489.279629629629,4488.5888888888885,4489.0667812500005,150,146.65
2023-08-13T20:33:00-04:00,4488.75,4488.75,4488,4488,4488.5574074074075,4487.788888888889,4488.85939375,85,143.05
2023-08-13T20:34:00-04:00,4488,4488.5,4487.5,4488.5,4488.086111111111,4487.922222222222,4489.06294375,120,140.75
2023-08-13T20:35:00-04:00,4488.25,4488.75,4486.75,4487,4487.502777777779,4487.400000000001,4488.46388125,393,140.2
2023-08-13T20:36:00-04:00,4487,4487.5,4487,4487.5,4487.160185185186,4486.9944444444445,4488.65968125,50,134.45
2023-08-13T20:37:00-04:00,4487.25,4487.5,4486.25,4486.5,4486.716666666667,4486.61111111111,4488.275906250001,228,137.05
2023-08-13T20:38:00-04:00,4486.25,4486.75,4486,4486.75,4486.423148148149,4486.377777777778,4488.369881250001,184,139.15
2023-08-13T20:39:00-04:00,4486.75,4486.75,4486.25,4486.5,4486.2444444444445,4486.405555555555,4488.2778875,79,138.45
2023-08-13T20:40:00-04:00,4486.75,4486.75,4485.75,4485.75,4485.958333333333,4485.9,4488.0078875,185,139.1
2023-08-13T20:41:00-04:00,4485.75,4485.75,4484.75,4485.25,4485.537962962963,4485.155555555556,4487.8319,268,139.2
2023-08-13T20:42:00-04:00,4485.25,4485.5,4484.75,4485.25,4485.125925925927,4484.894444444445,4487.8319,131,140.85
2023-08-13T20:43:00-04:00,4485.5,4485.75,4485,4485.25,4484.887962962964,4485.027777777778,4487.8319,137,142.2
2023-08-13T20:44:00-04:00,4485.25,4485.25,4484.75,4485,4484.773148148148,4485.011111111111,4487.75,61,141.7
2023-08-13T20:45:00-04:00,4485,4485.25,4483.5,4484,4484.460185185185,4484.2555555555555,4487.430625,393,154.65
2023-08-13T20:46:00-04:00,4484,4485,4484,4484.75,4484.298148148148,4484.166666666667,4487.66395,121,154.8
2023-08-13T20:47:00-04:00,4484.75,4485,4484.25,4484.25,4484.141666666667,4484.322222222222,4487.5125625,107,154.7
2023-08-13T20:48:00-04:00,4484.25,4484.5,4484,4484,4484.006481481482,4484.033333333333,4487.438962499999,105,156
2023-08-13T20:49:00-04:00,4484,4484.5,4484,4484.25,4483.976851851853,4484.027777777777,4487.51045625,88,155.55
2023-08-13T20:50:00-04:00,4484.25,4484.25,4483.75,4484.25,4484.002777777778,4484.211111111111,4487.51045625,131,157.75
2023-08-13T20:51:00-04:00,4484.5,4484.5,4483.75,4484,4484.013888888889,4484.11111111111,4487.443212499999,168,159.2
2023-08-13T20:52:00-04:00,4484,4484.5,4484,4484.5,4484.148148148148,4484.288888888888,4487.5734125,64,154.9
2023-08-13T20:53:00-04:00,4484.5,4484.75,4484.25,4484.25,4484.244444444444,4484.405555555555,4487.51046875,152,158.25
2023-08-13T20:54:00-04:00,4484.5,4484.5,4484,4484,4484.222222222222,4484.122222222221,4487.44969375,105,157.5
2023-08-13T20:55:00-04:00,4483.75,4484,4483.5,4483.75,4484.05,4483.749999999999,4487.3911,154,145.55
2023-08-13T20:56:00-04:00,4483.5,4483.75,4482.75,4483,4483.605555555556,4483.099999999999,4487.2219000000005,355,160.8
2023-08-13T20:57:00-04:00,4483,4483,4482.25,4482.75,4483.064814814815,4482.533333333333,4487.16770625,168,157.8
2023-08-13T20:58:00-04:00,4482.75,4483,4482.5,4482.75,4482.6305555555555,4482.45,4487.16770625,66,151.9
2023-08-13T20:59:00-04:00,4482.5,4483.5,4482.5,4483,4482.490740740741,4482.761111111112,4487.21745,123,154.1
2023-08-13T21:00:00-04:00,4483,4483.5,4482.5,4482.5,4482.42962962963,4482.68888888889,4487.12245,134,151.55
2023-08-13T21:01:00-04:00,4482.5,4482.75,4482,4482.5,4482.403703703704,4482.427777777778,4487.12245,211,148.7
2023-08-13T21:02:00-04:00,4482.25,4482.75,4482,4482.25,4482.298148148148,4482.227777777777,4487.079475,169,150.6
2023-08-13T21:03:00-04:00,4482.25,4482.75,4481.75,4482.25,4482.183333333333,4482.133333333333,4487.0794750000005,334,160.45
2023-08-13T21:04:00-04:00,4482.25,4482.75,4482.25,4482.5,4482.193518518518,4482.338888888889,4487.117875,87,161.75
2023-08-13T21:05:00-04:00,4482.5,4483,4482.25,4482.5,4482.2861111111115,4482.538888888889,4487.117875,81,146.15
2023-08-13T21:06:00-04:00,4482.25,4483,4482.25,4482.75,4482.482407407407,4482.727777777778,4487.15165,68,143.5
2023-08-13T21:07:00-04:00,4483,4483.5,4483,4483,4482.7453703703695,4483.011111111112,4487.183093749999,121,144.2
2023-08-13T21:08:00-04:00,4483.25,4484,4483.25,4484,4483.275925925926,4483.805555555556,4487.29949375,105,144.2
2023-08-13T21:09:00-04:00,4483.75,4485,4483.5,4484.5,4483.977777777778,4484.694444444444,4487.35298125,311,155.35
2023-08-13T21:10:00-04:00,4484.25,4484.25,4484,4484,4484.435185185185,4484.599999999999,4487.304231249999,67,152.15
2023-08-13T21:11:00-04:00,4484,4484.5,4483.75,4484.25,4484.644444444445,4484.283333333334,4487.326225,76,147.55
2023-08-13T21:12:00-04:00,4484.25,4484.5,4484,4484.25,4484.6194444444445,4484.261111111112,4487.326225000001,57,147.2
2023-08-13T21:13:00-04:00,4484,4484,4483.5,4483.75,4484.362037037037,4483.93888888889,4487.291837500001,77,143.45
2023-08-13T21:14:00-04:00,4483.5,4483.75,4483.25,4483.5,4483.982407407408,4483.466666666666,4487.2770625,119,144.15
2023-08-13T21:15:00-04:00,4483.5,4484,4483,4483.75,4483.697222222222,4483.472222222222,4487.28940625,266,149.75
2023-08-13T21:16:00-04:00,4484,4484.5,4483.5,4484.5,4483.793518518519,4484.194444444444,4487.31910625,99,136.95
2023-08-13T21:17:00-04:00,4484.5,4484.75,4483.5,4483.75,4483.892592592593,4484.227777777777,4487.296775,122,134.65
2023-08-13T21:18:00-04:00,4483.75,4483.75,4483.25,4483.25,4483.778703703704,4483.43888888889,4487.286825,95,136.1
2023-08-13T21:19:00-04:00,4483.5,4483.5,4482.5,4482.75,4483.346296296296,4482.672222222223,4487.281837500001,151,137.5
2023-08-13T21:20:00-04:00,4483,4483.25,4480.25,4480.5,4482.181481481482,4480.916666666667,4487.209481249999,508,156.2
2023-08-13T21:21:00-04:00,4480.5,4480.5,4477.5,4477.75,4480.11111111111,4477.861111111111,4487.096112499999,984,194.85
2023-08-13T21:22:00-04:00,4478,4480,4477.75,4479.75,4478.6611111111115,4477.683333333333,4487.003000000001,311,201.95
2023-08-13T21:23:00-04:00,4480,4480.5,4478.5,4478.75,4477.812962962963,4478.622222222221,4486.90648125,484,209.45
2023-08-13T21:24:00-04:00,4479,4479.75,4478.25,4479.75,4477.991666666666,4479.327777777778,4486.818918749999,406,225.4
2023-08-13T21:25:00-04:00,4479.75,4481,4479.25,4481,4479.009259259259,4480.7444444444445,4486.74533125,266,234.65
2023-08-13T21:26:00-04:00,4481,4481.25,4480.75,4480.75,4480.074074074074,4481.366666666666,4486.67585,152,238.85
2023-08-13T21:27:00-04:00,4480.75,4480.75,4480,4480,4480.623148148148,4480.605555555555,4486.60163125,141,239.85
2023-08-13T21:28:00-04:00,4480.25,4480.25,4479.5,4480.25,4480.700925925926,4480.061111111111,4486.52490625,202,244.7
2023-08-13T21:29:00-04:00,4480.25,4481.25,4480.25,4481.25,4480.824074074074,4480.783333333334,4486.45965,150,236.65
2023-08-13T21:30:00-04:00,4481,4481.25,4480,4480.25,4480.75,4480.827777777778,4486.3885,213,243.95
2023-08-13T21:31:00-04:00,4480.25,4480.75,4479.25,4479.75,4480.466666666666,4479.927777777778,4486.30990625,223,251.3
2023-08-13T21:32:00-04:00,4479.75,4480.5,4479.5,4480.25,4480.204629629629,4479.8,4486.2378125,121,254.5
2023-08-13T21:33:00-04:00,4480.25,4480.25,4478.75,4478.75,4479.601851851851,4479.1611111111115,4486.142981250001,131,257.2
2023-08-13T21:34:00-04:00,4478.5,4479.25,4477.75,4478,4478.782407407408,4477.905555555556,4486.03559375,426,272.55
2023-08-13T21:35:00-04:00,4477.75,4478,4475.25,4477,4477.719444444445,4476.777777777777,4485.919862500001,1441,331.3
2023-08-13T21:36:00-04:00,4476.75,4478,4476.75,4477.5,4476.972222222223,4476.711111111111,4485.80943125,387,345.7
2023-08-13T21:37:00-04:00,4477.5,4478.25,4477.25,4477.75,4476.766666666667,4477.416666666667,4485.7017937499995,358,357.5
